Sending;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas, The;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Cameroon;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo, Dem. Rep.;Congo, Rep.;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt, Arab Rep.;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Fiji;Finland;France;French Polynesia;Gabon;Gambia, The;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong SAR, China;Hungary;Iceland;India;Indonesia;Iran, Islamic Rep.;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Korea, Dem. Rep.;Korea, Rep.;Kosovo;Kuwait;Kyrgyz Republic;Lao PDR;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao SAR, China;Macedonia, FYR;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Mauritania;Mauritius;Mayotte;Mexico;Micronesia, Fed. Sts.;Moldova;Monaco;Mongolia;Montenegro;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;Netherlands Antilles;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Romania;Russian Federation;Rwanda;Samoa;San Marino;São Tomé and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovak Republic;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;St. Kitts and Nevis;St. Lucia;St. Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela, RB;Vietnam;Virgin Islands (U.S.);West Bank and Gaza;Yemen, Rep.;Zambia;Zimbabwe;Total
Congo, Rep.;0;0;0;;;0.003025698;0;0;0.016556481;;0;0;0.027717477;;;0;0;0.011782398;0;0;1.831208944;;0;0;0;0;0;;0;0;0;0;0.790797234;;0;;;;;0;0.269939274;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0.013485062;0;;0;0;121.1583481;;;0;0.014765539;0.669038832;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0.002200115;0;;;0;;;0.0254701;0;0.022616396;4.530607224;0;0;;;0.037227172;0;0;0;;0;0;0;2.418309927;0;;;0;;0;;0.025155965;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0.944621623;;;0;0.226728559;0;0;;0;0;8.301400185;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0.052693035;0;0;;0.712281406;0;0;0;0;;;;0;0.14706625;;0;0.11764469;0;;0;0;0;;;0;0;;142.3706877
Costa Rica;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0.219383866;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;34.66095352;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;13.63993073;0;0;0;0;18.05791092;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;444.0705261;0;0;;0;0;0;;50.13880539;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;560.7875105
Côte d'Ivoire;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;17.85933876;;0;0;0;0;0;;0;101.6001587;0;0;0;;0.201791421;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0.577124834;0;0;11.98534489;;0;;0;;0;15.13505936;0.086750537;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;36.2423172;;;0;0;0;0;;0;0;0;152.6907043;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;23.83774757;474.2320557;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;46.04436493;0;0;0.179981455;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;34.97485352;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;915.6475932
Croatia;0;0;0;;;0;0;0.120501891;0;;3.388966084;8.77014637;0;;;0;0;0;0;0;0;;0;0;624.7782593;0;0.423854053;;0;0;0;0;0;;0;;;;;0.000516268;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;5.488754749;;;0;0;36.94678497;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;4.039841175;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;9.688186646;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0.092770025;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;100.3786545;0;;0;0;0;0;0;0;0;0;0;0.680477858;6.730860233;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;1.927953959;0;;0;0;0;;;0;0;;803.456528
Cuba;0;0.064878881;0;;;0;0;0.092375271;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0.140649274;0;0;0;0;;0;;;;;0.000815841;1.628964305;0.261395723;;;;0;0;0;;0;0.930289805;0;0;0;0.315137595;0;0;0;;;0;0;;0;0;1.599652529;;;0;0;1.273403287;0;;0;;0;;0;0;0;0;0.486049622;0;0;0;0;0;0;0;0;0;;0;0.439706445;0.417004019;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0.661843598;;0;;0;0;0;0;;0;0;0;;;0;0.253525883;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0.916740656;0;0;;0;0;0;0;0;0;;0;0;0;;0;34.20096588;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0.508862197;;0;0.974731088;0;;0;0.040503182;0;;;0;0;;45.20749508
Cyprus;0.001913466;0.179890469;0.049625244;;;0;0;0.045606166;1.894099236;;9.567871094;1.507098675;0.046238985;;;2.180733919;0;0.117158115;5.035857201;0.002682031;0.004707974;;0;0.016457742;0.07792832;0.008254236;0.194181904;;6.461609364;0;0.00123684;0.00120569;0.023314364;;0;;;;;0.00021464;9.62140274;0.217003196;;;;0.021335095;0;0.13560003;;0;3.192868471;0.697297692;0.009297906;0.000637265;0.033506095;0.015912263;27.09796524;0.035061572;;;0.061978549;0.072647683;;0.004517903;1.117312551;8.978837967;;;0;15.24889469;8.812560081;0.017772647;;10.51354122;;0;;0.008958439;0.000565295;0;0;0.008222759;0.016575268;0;1.403150439;0.02365372;15.00319099;0.486989468;1.057499647;0.076193266;0.679145157;;0.433517128;0.865426779;0.031455904;0.262007833;2.253524542;0.009841676;0.224631697;;;0.036134798;;;0.082883172;0.001609909;0.38658312;26.93179321;0;0;;;0.269979149;0.299192667;0;0.015127767;;0.001224333;0.030761024;0;0;0.008482481;;;0.021059949;;0.103463188;;2.207979441;;0;0;0.128755242;0.001740694;;0.005968282;0.313955992;0.756104052;;;0.111882918;0.018631676;0.008302365;6.471952915;;0.735559225;0.142657876;1.459557652;;0.057128768;0;0.016608415;0.071582191;33.96549606;1.343235135;0.099801548;;;6.287661076;5.58650589;0.002195182;0;;0;0.280302554;0.026084334;0;0.018156694;0.002985553;;0.374462962;0.063110359;0;;5.666116714;0.993059754;29.53071594;0;0;0.001493392;0.730007708;8.81944E-05;0;1.814764142;2.562419415;6.941263199;0.056160424;0.050663207;1.184668303;;0;0;0.003576004;0.112018973;0.116194226;;;;0.044692196;3.111992121;;56.79442978;5.239335537;0.00100274;;0;0.013504684;0.232988298;;;0.022055443;0.046439648;;340.1846964
Czech Republic;0.05099152;0.126400068;0.471218288;;;5.1171E-05;0.002516607;0.183588907;1.614614844;;0.844928622;36.05841827;0.247574329;;;0.114763431;0.01068794;0.503711283;16.70426941;0.004396263;0.017052492;;0;0.071374401;1.776317239;0.001845156;0.400660425;;5.465384483;0.001071111;0.000308685;0.010121268;0.002535656;;0.012248046;;;;;0.000145199;8.044415474;0.141505688;;;;0.047505591;0.006854446;2.995338202;;0.039322592;0;0.642120659;0.012245956;0.000355407;0.018549589;0.085655175;0.891114235;0.035680126;;;0.141400352;0.071318962;;0.005701951;0.85741657;40.63703156;;;0.012580826;0.386115104;37.43667603;0.009240136;;0.892257035;;0;;0.043663178;0.006602985;0.004725016;0.002321357;0.029396497;0.013348361;0.00954276;28.20962143;0.016016182;1.404855132;0.266187966;0.184050307;0.068993933;0.067150816;;0.179048836;2.121499062;0.009504022;0.676833093;0.56521225;0.084179267;0.119211055;;;0.393575042;;;0.550271273;0.002550175;0.348738372;2.24764657;0.00964136;0.014643845;;;0.534838021;0.430496335;0;0.44817391;;0.002936389;0.010170009;0.00157458;0.013984482;0.002370988;;;0.006723613;;0;;2.044171572;;4.663716316;0;0.251678824;0.000588241;;0.007627881;0.086123116;0.98316437;;;0.048486345;0.022841619;0.004998417;1.523168564;;0.44409889;0;0.275878012;;0.031924993;0.00031164;0.056021981;0.168433458;0.171542779;52.4443512;0.065924406;;;15.46169186;6.38683176;0.0146174;0.002092584;;0.000218469;0.022790452;0.084334664;0;0.004071925;0.00200748;;881.4556274;1.024203777;0.000444795;;0.194002435;1.245684862;0.100297302;0.006364705;0.001475839;0.000828902;0.098102316;3.23687E-05;0.000684571;0.47786507;2.972734213;1.00532186;0.377665579;0.007158791;0.158479169;;0.023426501;0.013146565;0.000499676;0.51187253;0.046909422;;;;0.038965791;34.50364685;;2.57896328;4.140614033;0.009807702;;0.024566012;0.010817069;56.84024048;;;0.141262427;0.00694045;;1270.500257
Denmark;3.938692808;0.211127609;1.876674175;;;6.75877E-05;0.000710783;0.816761136;1.462256908;;6.496686935;7.895005703;0.275476098;;;2.284077168;0.023678796;0.229014754;24.00922585;0.01323013;0.030107191;;0.005506716;0.467301458;30.84440231;0.069607921;8.117815971;;1.684198022;0.009005194;0.166094616;0.140096545;0.132136002;;0.026490461;;;;;0.009271417;69.65576172;6.23581028;;;;0.535108984;0.279827297;1.588138938;;0.103836082;3.990349293;0;0.076199107;0.004069116;0.374037534;1.340767145;10.91043282;0.225582823;;;2.605198622;1.806871414;;0.025106275;10.73846626;62.84007645;;;1.201674461;0.193580091;127.5634232;0.40263319;;0.641638219;;0.006934974;;1.073534727;0.028039269;0.024759833;0.120038472;0.324148089;0.509331048;0;11.30091667;7.843235493;39.33350754;2.985254765;15.85876942;8.25959301;1.519882798;;2.644080162;10.03278446;0.384625435;6.474975586;8.32272625;0.004340427;4.774141788;;;57.35624695;;;0.053970076;0.012463651;5.526694775;177.4065552;0.128536448;0.317128092;;;14.66744232;2.576752424;0;2.435872555;;0.013616689;0.459634662;0.004666056;0.037191242;0.023083603;;;0.272975236;;1.345828533;;0.558320642;;0.191386148;310.4025269;15.54027176;0.032513581;;0.052158866;1.27187717;11.95025063;;;0.883496583;0.284945965;0.010629769;22.63393211;;75.01102448;0.066662155;48.41067123;;0.190903068;0.002285526;0.134605005;2.202137947;46.83859253;52.70344543;1.961629272;;;5.740334988;2.574756145;0.329265624;0.017860861;;0;0.364013731;0.373760462;4.233115196;0.057167452;0.25334239;;2.077931881;0.852322161;0.001462689;;1.836487651;30.06616402;30.99934769;0.001802908;0.001064363;0;0.826898038;0.000621801;0.020646339;37.03112793;13.23033428;5.958812714;0.126402289;0.500265956;54.0198288;;0.287973553;0.029053912;0.051033616;3.4740417;8.960303307;;;;3.892644882;7.123221397;;26.11254501;20.91340828;0.076570541;;0.030459639;0.14706552;52.09207916;;;0.293688387;0.212844059;;1685.563926
Djibouti;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;13.79203796;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0.602930367;0;;14.39496833
Dominica;0;0;0;;;0;0.192092091;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0.150924027;0;0;0;0;0;0;0;0;0;0;;0;0;0.060014751;0;0;;;;0;0;;0.883884549;0.921553195;0;;0;0;0;;;0;0;;2.208468612
Dominican Republic;0.001448823;0.019444717;0.118068382;;;8.52176E-06;0.190230519;2.215935469;0.01333536;;0.393926203;6.98472023;0;;;0.011302327;0.029699214;0.004830092;16.01426506;0.105994537;0.01151929;;0.003162667;0.663532257;0.009643393;0;4.41821146;;0.573509753;0;0.000830309;0.082045205;0.001415472;;0.003415284;;;;;0.013290538;15.72673988;11.78652382;;;;8.250936508;0.001557697;0;;0.006507135;0.093776703;0.485195816;0;0.011711671;0;2.693883181;0.043235268;1.274460196;;;0;0;;0;0.173083842;41.68061447;;;0;0.016205501;29.12901497;0;;0.06842982;;0.009507188;;2.823461294;0.000836672;0;0.041279942;258.6263428;2.2939291;0.101854794;0.337150604;0.017890006;1.97152257;0.077961132;0.090456739;0.001872619;0.076126672;;0.346093714;21.19226265;0.992175937;6.502552032;0.25247705;0.000183724;0.215497702;;;4.187973976;;;0;0.007716583;0.056658518;10.75985909;0;0.004302685;;;0.083935261;1.154070139;0.01119405;0.006759772;;0;0.03965744;0;0.010221915;0.014566105;;;0.014037935;;4.375899315;;0.01787943;;0.030105438;0;0.055039451;0.001700158;;0;0;1.528264761;;;0.012379208;0.702856839;0.002296422;1.032223582;;0.40797177;0;0.564603984;;3.084640503;0;0.135877013;6.37060976;0.698562741;1.45359993;0.400284737;;;0.054365143;0.198625669;0;0.003827301;;0.001436583;0.047918752;0.008841433;0;0;0.007085449;;0.040801726;0.017668433;0;;0.402767986;79.55675507;0;0.13530305;0.273402214;0.003298416;0.014487733;0.002136946;0;1.240387082;24.39081001;0.214802399;0;0.001113649;0;;0.0182651;0.027229013;0.036822703;0.038282473;0.021636287;;;;0;0.159832776;;1.531052113;25.38829041;0.630164444;;0;4.52637434;0.246357128;;;0.004251791;0.002156898;;615.7693955
Ecuador;0.011749965;0.060146146;0.080926493;;;1.8421E-05;0.009489872;4.158230782;0.076940686;;1.873440146;3.636602163;0.003810381;;;0.016089629;0.012072136;0.005890006;25.67627335;0.008046705;0.00136243;;0;2.524679661;0.014021335;0.005648938;11.33485031;;0.28804177;0.00076628;0;0.01200555;0.019197637;;0;;;;;0.073157154;22.6225853;286.4738159;;;;4.577697754;0.001106428;0.189968497;;0.007141553;2.24707675;1.173044443;0;0.005355629;1.299204469;0;0.545687139;1.648840785;;;0.037076414;0.003761857;;0;0.447458506;34.3356514;;;0.044416592;0;23.17750168;0.008039325;;0.048452541;;0.006956066;;2.31778574;0.002355345;0.003350354;0.015799763;0.118004382;2.247405052;0.071057267;1.305957913;0.020943154;1.415473461;0.216403842;0.230204985;0.010088461;0.271942854;;0.896662951;10.68774986;0.082303509;3.496610403;0.455161244;0.000134424;0.055104241;;;5.68821907;;;0;0.002068704;0.058036994;6.112061501;0;0.02993937;;;0.061412398;1.03203392;0.012285423;0.002472941;;0;0.036269896;0.004398827;0.001799144;0.008719767;;;0;;5.226448059;;0.025677482;;0.064966649;0;0.113249168;0;;0.003013436;0.012250257;2.013888121;;;0.212849349;0.600651145;0.006423798;1.104954123;;1.329673767;0.024574075;0.161691755;;3.908086538;0.000378951;0.494529933;40.25019073;0.687378287;0.880643606;0.83994019;;;0.501190364;0.94845134;0.007207944;0;;0;0.162154436;0;0;0;0.00298134;;0.208972037;0.129273549;0;;0.187865376;74.59349823;0.035159186;0.003959855;0.008697327;0;0.006884494;0.000362561;0.000937175;1.078641295;20.54673767;0.167120963;0;0;0.041716591;;0.003214814;0;0.01551197;0.055480599;0.005936434;;;;0.004926478;0.481404424;;5.221838474;68.46205902;0.341723084;;0;2.598596573;0.196293265;;;0.003031744;0.001528407;;699.7593306
Egypt, Arab Rep.;0;0;1.516887426;;;0;0;0;0;;0.944564283;1.270289779;0;;;0.971672773;0;0.094160102;5.133786201;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;5.884962082;0;;;;0;0;0;;0;0;1.253475189;0.823267519;0;0;0;0;0;;;0;0.323634773;;0;0;19.31394196;;;0;0;9.369603157;0.029796997;;0.444094062;;0;;0;0;0;0;0;0;0;0;0;7.165197372;10.45236588;0;4.575917244;0;;0;4.709062576;0;1.209601998;30.91410065;0.011346522;0;;;1.277409673;;;0;0;0;38.61668015;0;0;;;0;0;0;0;;0;2.011608839;0;0;0;;;0;;0;;0;;0;0;2.773814678;0;;0;0;1.089384079;;;0;0;0;14.62199402;;0;1.456169128;1.779860735;;0;0;0;0;5.813022614;0.485161185;0;;;0;1.164076567;0;0;;0;16.3270874;0.682242632;0;0;0;;0;0;0;;0.249685645;1.822806239;0;0;0;0;5.421850681;0;0;0.585093558;2.469568491;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;205.0592448
El Salvador;0;0;0;;;0;0;0.116504036;0;;0;0;0;;;0;0;0;0;0.381444037;0;;0;0;0;0;0.723189533;;0;0;0;0;0;;0;;;;;0.001037026;1.394324541;0.931340039;;;;2.995161295;0;0;;0;0;0;0;0;0;0.219279617;0;0;;;0;0;;0;0;2.269961834;;;0;0;0.837268233;0;;0;;0;;32.20265579;0;0;0;0;37.51033401;0;0;0;0;0;0;0;0;;0;0.547331989;0;0;0;0;0;;;0.630560994;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;2.779214859;;0;;0;0;0;0;;0;0;0;;;0;8.029616356;0;0;;0;0;0;;1.283262253;0;0;0.481410176;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;3.717587471;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;9.664395332;0;;0;0;0;;;0;0;;106.7158794
Equatorial Guinea;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0.880683482;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;1.683758974;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;29.44491959;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;6.198375225;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;38.20773727
Eritrea;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Estonia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;4.029824734;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;2.553692579;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;8.042435646;0;0;0;;;4.759288311;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;64.08021545;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;18.16617203;;0;0;0;;0;0;0;;;0;0;;101.6316288
Ethiopia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;5.264124393;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0.789590061;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;7.1387887;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;13.19250315
Faeroe Islands;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;14.9522295;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0.00911726;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;14.96134676
Fiji;0;0;0;;;0;0;0;0;;6.438171864;0;0;;;1.215369463;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;17.9596386;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;2.250490665;0;0;0;;0;0;1.149241328;;0;0.103187516;0;0;0;0;0;;;0;0;0;0.514980435;;0;0;0;0;0;0;;0;0;0.024043582;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0.419219792;0;0;0;;;;0;0;;1.817816377;0;0;;0.143118501;0;0;;;0;0;;32.03527812
Finland;0.175412819;0.052149538;1.189032555;;;8.04518E-05;0.000898751;0.166748956;0.282511622;;4.095173836;2.598231316;0.098731413;;;2.936235905;0.010892454;0.103105143;7.745047092;0.00549842;0.001262575;;0;0.1472155;3.800495386;0.004972245;1.825898767;;1.050283432;0.000376213;0.004091741;0.126624763;0.02384251;;0.009103771;;;;;0.001953759;41.78353119;1.481527448;;;;0.179186448;0.049529452;2.766103983;;0.096294358;2.248740435;4.270088196;0.009830453;0.000641103;0.231935978;0.218156219;4.332483292;0.102423489;;;44.81438828;1.385994673;;0.010901486;0;20.89505005;;;0.579040527;0.087752447;22.63725853;0.1334012;;0.411494464;;0.001452768;;0.277630478;0.00553767;0.003330481;0.015113283;0.002970468;0.146628946;0.010810831;5.896667957;0.167176828;20.65731239;0.770499706;4.130748272;1.572543383;0.34515503;;1.041974306;3.391315937;0.125905558;4.01401329;1.457909942;0.016880576;1.197018266;;;1.191827536;;;0.058664203;0.003397936;5.148291111;5.77509594;0;0.144652963;;;3.606028795;1.560646296;0;0.248865381;;0.000669265;0.314070851;0.002918331;0.007483351;0.011108078;;;0.078554511;;0.49618721;;0.305932909;;0.23711665;0;3.735185623;0.006640825;;0.05900858;1.18845439;2.224013567;;;0.208779663;0.135846809;0.021889288;12.96117687;;6.349179268;0.008894505;2.333981276;;0.080302253;0.001246102;0.023923952;0.865581691;8.14603138;4.919867992;0.425463647;;;1.635133147;8.713175774;0.068834536;0;;0;0.480437189;0.222461939;0;0.007245489;0.046827845;;0.626782298;0.244829714;0;;0.476526916;11.1386404;2.205346823;0.002277992;0.001339194;0.003018428;0.187264562;8.97977E-05;0.004502747;75.80210876;8.069502831;0.838728607;0.190436259;0.12838079;28.17665863;;0.046800874;0.002776798;0.006690013;1.793562651;0.994669735;;;;0.125521213;1.641226053;;7.970284462;7.605754852;0.02566888;;0;0.023796096;18.20129585;;;0.059850827;0.050679911;;461.1363289
