Sending;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas, The;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia;Bosnia and Herzegovina;Botswana;Brazil;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cambodia;Cameroon;Canada;Cape Verde;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;Colombia;Comoros;Congo, Dem. Rep.;Congo, Rep.;Costa Rica;Côte d'Ivoire;Croatia;Cuba;Cyprus;Czech Republic;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt, Arab Rep.;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Fiji;Finland;France;French Polynesia;Gabon;Gambia, The;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Honduras;Hong Kong SAR, China;Hungary;Iceland;India;Indonesia;Iran, Islamic Rep.;Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Korea, Dem. Rep.;Korea, Rep.;Kosovo;Kuwait;Kyrgyz Republic;Lao PDR;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Macao SAR, China;Macedonia, FYR;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Mauritania;Mauritius;Mayotte;Mexico;Micronesia, Fed. Sts.;Moldova;Monaco;Mongolia;Montenegro;Morocco;Mozambique;Myanmar;Namibia;Nepal;Netherlands;Netherlands Antilles;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Romania;Russian Federation;Rwanda;Samoa;San Marino;São Tomé and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Slovak Republic;Slovenia;Solomon Islands;Somalia;South Africa;Spain;Sri Lanka;St. Kitts and Nevis;St. Lucia;St. Vincent and the Grenadines;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;Tanzania;Thailand;Timor-Leste;Togo;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United States;Uruguay;Uzbekistan;Vanuatu;Venezuela, RB;Vietnam;Virgin Islands (U.S.);West Bank and Gaza;Yemen, Rep.;Zambia;Zimbabwe;Total
Netherlands;10.08991909;0.554858029;6.098477364;;;0.002849061;0.015992602;1.664586067;3.789144278;;36.878479;31.55218697;4.168653965;;;4.528342724;0.057305817;0.211885795;1063.334351;0.028225999;0.192051068;;0.029676134;1.149546981;0.824959278;0.207956001;44.85156631;;9.516279221;0.072820187;1.16666317;0.523886144;0.921005964;;12.72132969;;;;;0.016172059;271.6486206;25.97919464;;;;2.522068501;0.589712381;0.299978018;;0.246294007;19.99826431;15.26786423;0.294313461;0.027109791;24.69016266;3.971703053;72.5677948;1.01875174;;;4.321788788;9.835181236;;0.059632223;6.21726656;229.1346283;;;0.824654579;1.161661506;454.5475769;3.405199289;;4.35041666;;0.034734096;;3.338543177;0.847798049;0.147573516;2.173727751;2.024794817;1.901073694;5.390747547;30.28416824;0.329249501;102.5161438;516.8360596;25.54076385;11.01947212;4.386825085;;6.888738632;38.405056;1.758439064;21.59061432;5.48109436;0.016972227;7.839632511;;;32.99047852;;;0.093495794;0.049927611;8.371883392;38.86888123;0.240905508;4.886156082;;;13.3036375;26.6486702;0.106758393;0.022726247;;0.055979341;2.793768167;0.015220214;0.176575184;0.084469445;;;0.593004882;;4.754041195;;0.450473726;;3.522492886;0;408.6641846;0.113764726;;0.263786256;8.186822891;0;;;5.152960777;0.606332719;0.315340191;151.030014;;9.838183403;1.18588984;40.12937927;;0.910719514;0.024777966;0.351851463;8.511084557;56.36181259;94.17926788;22.90301895;;;12.00247955;2.96579361;1.664601564;0.019597022;;0.034410711;1.660993814;3.100438595;0;0.177809194;3.201384544;;6.501492977;0.14792116;0.007198816;;16.85014725;135.7976074;35.92882156;0.093320392;0.036772404;0.051411718;8.575303078;3.364288807;0.031485528;8.721147537;46.91970825;17.73256683;1.036959171;0.674464107;60.11898041;;2.311670303;0.027389329;0.133216992;15.14877892;43.69054031;;;;3.056925058;1.851850033;;82.73023224;43.4337616;0.185545534;;0.043582492;0.774179041;56.00417328;;;0.575166762;0.42189303;;4741.465978
Netherlands Antilles;0;0;0;;;0;0.593230844;0.029627567;0;;0;0;0;;;0;0.401435614;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;5.109807968;;;;0;0;0;;0;0;0;0;0.039871152;27.16804123;0;0;0;;;0;0;;0;0;2.475950956;;;0;0;0;0;;0;;0.013151987;;0;0;0;0.766311646;2.008032084;0;0.117965437;0;0;0.181572422;0.495717734;0;0;0;;0;0.185288802;2.505730629;1.024181366;0;0;0;;;0;;;0;0;0;12.12930965;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0.065254427;;0;;0;0;0;0;;0;0;14.62962914;;;0.017660221;0;0;0;;0.033670224;0;0;;0;0;0;0;0;0;1.968792081;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0.407617271;0;0.790344715;0.001541646;0.108654991;0;0.037758593;0;0;0;0;0;0;0;;0;0;0.022286046;0;0;;;;0;0;;0.33921358;2.49432373;0;;0;0.37388289;0;;;0;0;;76.53585664
New Caledonia;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;2.195896149;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;3.353298187;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;1.908315659;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0.481713653;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;2.412960768;0;2.164247751;;;0;0;;12.51643217
New Zealand;0.617443919;0.085451923;0.19772315;;;1.02567E-05;0.003332336;0.596133471;0.064907089;;249.5765076;7.099963665;0.080932289;;;5.802684784;0.138953179;0.072810173;16.60225105;0.019751538;0.004266668;;0.004718383;0.231768504;0.666537762;0.128518105;6.805484772;;0.95539099;0.00062948;0.043280549;4.28037405;0.010245894;;0.003210631;;;;;0.007613211;578.2723389;0.841074109;;;;0.184324875;0.00513656;4.037724972;;0.27203241;5.195079803;7.699382305;0.127041191;0.002360924;0.041285671;0.183663666;8.548078537;0.175360546;;;0.268438905;0.988101482;;34.78240585;1.107393861;39.31500244;;;0.034194872;0.098440468;45.2179451;0.094466217;;0.523527861;;0.007974998;;0.230308086;0.001019272;0;0.100610934;0.019799361;0.136624649;4.41219902;6.292663574;0.104055107;286.6758728;15.79913521;3.016941547;1.784603477;7.475199223;;1.175214052;3.415814638;0.366285354;36.35176468;2.167345047;0.012142485;4.765830517;;;161.5288391;;;0.188470185;0.292502195;0.76094234;4.934213161;0.046937637;0.070371397;;;0.426434368;1.118752122;0.215673164;0.741835952;;0.033611458;12.57184029;0.158450976;0.009304553;0.127943128;;;0.602220654;;0.76732415;;0.221716255;;0.475492924;0;0.33683452;0.013070762;;0.351879269;3.910933256;42.85671234;;;0;0.029244134;0.002983908;13.31056213;;2.116752148;0.78609091;7.523157597;;0.12706849;0.224358231;0.073294505;1.372673035;87.5019989;4.691444397;0.364929199;;;3.261365175;1.937569141;0.079350837;60.07659149;;0.000759361;0.929502487;0.028429523;0;0.155037701;0.032236412;;0.89961201;0.702701271;0.267982155;;58.29605103;3.760891199;26.43590546;0.004216629;0.01237066;0.013811655;0.890103638;0.000379718;0.019619854;2.890261412;25.18276978;0.91889137;0.122678272;0.148299128;34.02188492;;0.011083937;33.83494186;0.04646977;0.196079507;0.139955238;;;;0.791884124;1.336084723;;473.6445313;37.24760056;0.092005886;;1.753830314;0.03907663;21.62977791;;;0.120358981;0.533785045;;2539.820703
Nicaragua;0.00407275;0.024323026;0.075042613;;;3.08688E-06;0;0.127388313;0;;0.112073518;0.32143718;0;;;0;0;0;1.417459607;0.085281245;0;;0;0.064457044;0;0;0.528419495;;0.116151877;0;0;0;0.000398553;;0;;;;;0.000834891;0.380944103;0.614485681;;;;25.95618439;0;0;;0;0.096047379;0.316891968;0;0;0.214447618;0.224098459;0.020670507;7.262161732;;;0;0.019693812;;0;0.074849382;1.89391458;;;0;0;1.758094907;0;;0.00678259;;0;;4.940396786;0.001470685;0;0;0.021481873;44.36228943;0;0.121875621;0;0.060424704;0.013453072;0.028196923;0.001088907;0.018345879;;0.023244193;0.465875179;0.068941966;0.230024219;0.073393911;0;0.00467392;;;0.126390591;;;0;0;0;0;0;0.000973874;;;0;0;0;0;;0;0;0;0.001287392;0;;;0;;1.910385013;;0;;0;0;0;0.000211753;;0;0;0.254049003;;;0;0;0;0.18648544;;0.22158727;0;0.053103566;;1.600180745;0;0.021204665;0.581750989;0.02183729;0.050574847;0.028363198;;;0;0.219138905;0;0;;0;0.00408992;0.160810307;0;0;0;;0;0;0;;0.005156507;4.940402508;0;0;0;0;0;0;0;0.152728289;0.895137548;0.007962074;0;0.002075538;0.006455418;;0;0;0.009142865;0.021573352;0.004616705;;;;0;0.083277464;;0.100730233;8.486562729;0;;0;0.038107503;0.087334171;;;0.013063841;0;;112.4485391
Niger;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;7.78862524;;0;0;0;0;0;;0;2.164248943;0;0;0;;0;;;;;0;0;0;;;;0;0.433255553;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0.280581027;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;21.44985962;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;366.723877;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;8.23868084;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;407.0791282
Nigeria;0;0;0;;;0;0;0;0;;3.953599453;0;0;;;0;0;0;0;0;72.5535202;;0;0;0;0;0;;0;0.6833781;0;0;5.957455158;;2.780174017;;;;;0;0;0;;;;0;1.086254478;0;;0;0;0;0;0;0;0;42.8848381;0;;;0;0;;0;0;0;;;4.665774822;0;0;21.22292328;;0;;0;;0;0.746038854;1.151811719;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;10.26255894;;;0;0;0;0;;0;0;0;49.31213379;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;26.6360569;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;6.849340439;0;0;0.747699142;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;76.44554138;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;327.9390988
Northern Mariana Islands;0;0;0;;;0;0;0;0;;0;0;0;;;1.959751368;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;108.0595627;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;3.821849585;0;0;0;;;11.36963177;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0.775477231;0;;;0;0;0;0;;0;0;0;;0;0;0;0;69.1836853;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;5.164738655;0;;0;0;0;;;0;0;;200.3346966
Norway;1.800852537;0.25603044;2.103951216;;;9.18897E-05;0.001627874;0.54745543;0.366971076;;6.112018585;7.624936581;0.353825599;;;4.060182571;0.025831919;0.139337704;30.2364006;0.008012791;0.009626534;;0.009290257;0.874227047;25.09756279;0.141033307;9.567742348;;1.986249924;0.004166127;0.097922876;0.255109549;0.278997183;;0.440404773;;;;;0.046823751;55.49118423;12.73093891;;;;1.32042563;0.153480113;5.509890556;;0.120541282;6.48026228;139.5932007;0.05689643;0.005902757;1.679948449;1.663495898;4.827682018;0.622508943;;;1.953551173;7.697905064;;0.035634086;27.45748329;52.20678329;;;2.750636578;0.194414258;75.11037445;0.57169193;;0.499861747;;0.014922639;;2.992950678;0.024936071;0.014802109;0.128015488;0.052990433;0.59327811;0.699209869;11.0010891;4.881502628;65.35740662;4.013982773;17.58105087;7.52081728;0.764785051;;1.400924563;4.749820232;0.363984615;4.97957325;1.338401318;0.015448009;5.914911747;;;50.9720192;;;0.085744046;0.029069752;2.287529469;24.03523445;0.033551652;0.370515198;;;4.003497124;3.842880964;0.092872784;1.014836788;;0.010650742;0.412801117;0.022325201;0.050483353;0.026025765;;;0.390103757;;1.393493652;;0.513064384;;0.316518873;0;16.78377342;0.031426668;;0.129684791;3.889743328;11.72965527;;;0.745737731;0.306325912;0.018856766;24.13877296;;0;0.063556656;89.28050232;;0.173214853;0.00881428;0.271713048;2.882863522;68.12200165;22.81715584;2.051640272;;;2.977669954;4.45205164;0.634524822;0.004029315;;0;0.489521623;0.597019851;0;0.042095352;0.321268052;;2.058227777;0.355823755;0.002837683;;1.67136395;20.16707611;47.56594467;0.002071133;0.006220224;0.00281702;1.735622168;0.000599386;0.010647267;112.0984879;17.04522896;3.757739067;0.516349792;0.480892152;47.51706314;;0.244309366;0.013715076;0.11412964;3.493797541;2.885192871;;;;3.104414701;1.326290965;;38.89702606;40.93200684;0.072277158;;0.018878385;0.098067515;91.89369202;;;0.152196094;0.177789301;;1406.871815
Oman;0;0;0;;;0;0;0;0;;0;0;0;;;525.0858765;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;231.312439;0;;;0;0;;0;0;5.713615894;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;2613.975586;0;0;0;0;;0;0;0;0;64.5956192;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;2.785866737;;;0;0;0;0;;0;0;283.9334412;;0;0;0;0;77.26544952;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;131.9568481;0;0;0;18.68287086;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;19.35459328;0;0;;0;0;0;;;0;0;;3974.662206
Pakistan;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0;0;;0;0;0;;;0;0;;0
Palau;0;0;0;;;0;0;0;0;;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;0;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;0;0;;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0.921558201;0;0;0;;;0.661657929;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0;;;0;0;0;0;;0;0;0;;0;0;0;0;11.10157108;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;0;0.881221056;0;;0;0;0;;;0;0;;13.56600827
Panama;0;0.013457985;0.023344321;;;6.4748E-06;0.000705923;0.649029911;0.009296838;;0.267999321;0.393261194;0.001822705;;;0.058880176;0.052802999;0.003685162;1.420380592;0.169190034;0.00072413;;0.001843669;0.361726373;0.008352773;0.001260623;3.761714697;;0.106946968;0.000207936;0.000337317;0.007749995;0;;0.001213452;;;;;0.007235863;81.51222992;55.50585556;;;;24.72323608;0.001170233;0.114712015;;0.019124599;0.206708714;0.268666685;0;0.000486975;24.1453228;5.526910305;0.316452116;7.307888508;;;0.01985763;0.004145821;;0.001060843;0.048985623;5.206175804;;;0.001674212;0.001419363;2.378076315;0.002643328;;0.163632512;;0.005433375;;3.736431837;0.001635599;0.001826564;0.034490004;0.476736784;4.701104164;0.283109307;0.129528403;0.008178969;15.39443111;0.385378629;0.081186689;0.005006198;0.035096131;;1.01902914;1.701712966;1.33553946;1.693650484;0.616682589;6.22974E-05;0.009713667;;;1.428062677;;;0;0.000351798;0.022202738;5.046314716;0;0.015863825;;;0.137048572;0.083749011;0.012794266;0;;0.000173692;0.026980098;0.006340947;0;0.00086485;;;0;;5.723404884;;0.009575546;;0.021310017;0;0.127221555;0;;0.001452601;0.066683903;0.282194823;;;0.070744209;8.840748787;0;0.379556537;;0.042390201;0;0.189619273;;0;0;0.088039018;8.908302307;2.848402739;0.241877407;0.335422426;;;0.127824202;0.274471909;0;0.004064669;;0;0.072373107;0;0;0;0;;0.035530988;0.023079058;0;;0.041241243;26.38614464;0.034133583;0.001767371;0.001008025;0.001129696;0.003570958;0.000174138;0;0.169327557;1.858877659;0.488723963;0;0.000422526;0.040125761;;0;0;0.020770004;0.013254397;0.012070226;;;;0;0.178881586;;0.84110719;14.07089138;0.100018464;;0.01273806;0.31331858;0.04918984;;;0;0.000818764;;326.5903207
Papua New Guinea;0;0;0;;;0;0;0;0;;56.48001862;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;;0;0;0;0;0;;0;;;;;0;2.066861153;0;;;;0;0;0;;0;0;0;0;0;0;0;0;0;;;0;0;;0;0;0;;;0;0;2.579991817;0;;0;;0;;0;0;0;0;0;0;0;0;0;1.040781617;0.868133664;0;0;0;;0;0;0;0.611172974;0;0;0;;;0;;;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;0;;0;;0;0;0;0;;0;0;0.676216483;;;1.383006454;0;0;0;;0;0;0;;0;0;0;0;0;0;0;;;0;0;0;0;;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;;;;0;0;;4.511049747;1.477029204;0;;0;0;0;;;0;0;;71.69426173
Paraguay;0;0;0;;;0;0;33.24567032;0;;0.092125036;0.641782224;0;;;0;0.000685982;0;2.383747578;0;0;;0;1.120580196;0;0;237.9113922;;0;0;0;0;0;;0;;;;;0.010326322;4.560007572;0.500453293;;;;0.150455713;0;0;;0;0.121838689;0.092091337;0;0;0.037666049;0.159193963;0;0.093157552;;;0;0;;0;0;4.176422596;;;0;0;6.588748932;0;;0.005965368;;0;;0.1303671;0;0;0.002074256;0.000723626;0.106317334;0;0;0;0.474079579;0;0.021256745;0.000354296;0;;0.02476814;0.969040751;0.00271852;7.156095028;0.052814301;0;0;;;9.278289795;;;0;0;0;5.219076157;0;0;;;0;0;0;0;;0;0;0;0;0;;;0;;2.817717552;;0;;0;0;0;0;;0;0;0.073186025;;;0.018013626;0.024260124;0;0;;0.057824105;0;0.030609803;;0.119363427;0;0;3.262483835;0.087323464;0.675557852;0.065940574;;;0;0.261214048;0;0;;0;0.013696779;0;0;0;0;;0.03675453;0;0;;0.161174357;6.65610075;0;0;0;0;0;5.05195E-05;0;0.065519318;1.972194672;0.068859786;0;0;0;;0;0;0.000231959;0;0.000749621;;;;0;0.119636968;;0.250308722;3.038828135;0.790134132;;0;0.028604178;0;;;0;0;;336.0266254
Peru;0.001040259;0.009303438;0.017036261;;;2.26513E-06;0.006892891;1.685512066;0.001063359;;0.311404258;0.729589462;0.003359179;;;0.010818031;0.007891648;0.001026758;5.53188467;0.008896826;0;;0.000504387;2.836067677;0.011535702;0.000615459;5.659890652;;0.044942871;0.000605328;0.000132512;0.000335581;0.000677369;;0;;;;;0.01577162;15.40400696;2.874410391;;;;0.551313162;0.008449097;0.227670446;;0.004149767;0.28033036;0.205160171;0.005276383;0.001633808;0.200489506;2.464184046;0.196511492;0.149497017;;;0.003231618;0.000851547;;0.000479733;0.112219691;8.924010277;;;0.001424567;0;4.859698772;0.000225484;;0.033785388;;0.001515745;;0.355652481;0.000534008;0.001261398;0.00395042;0.010005553;0.283994108;0;0.37310496;0.011408918;0.556078911;0.1332196;0.013167592;0.001642693;0.087814659;;0.272272855;3.860552073;0.004553519;5.313457966;0.318765134;8.78742E-05;0.006875763;;;1.840771794;;;0;0.000307719;0.02167956;0.521152437;0;0.006180406;;;0.026763842;0.122663356;0;0;;0.000140053;0.002107548;0.000972581;0.001223271;0.002744531;;;0;;0.878754854;;0.007129206;;0;0;0.027587904;0.000135644;;0.001332374;0;0.281923622;;;0.031578157;0.110465065;0.000732945;0.094089426;;0.209913179;0.001784918;0.044209953;;0.596107483;0.000507349;0.210198849;0;0.832673192;0.338029563;0.078267328;;;0.215821087;0.285671264;0.000542515;0.000610414;;0.000229166;0.017189449;0.001410431;0;0.001450291;0.000904528;;0.084566012;0;0;;0.008829409;18.47248268;0.042784717;0.004314312;0;0.000525871;0.000770363;3.00702E-05;0.000207264;0.230175853;3.234135151;0.028776318;0;0.000888356;0.015412649;;0.000728603;0.003474081;0.001067399;0.0081409;0.005605445;;;;0.001111759;0.11215502;;0.92808038;7.511388302;0.074649438;;0;0.228429317;0.00873198;;;0.004069451;0.001376447;;102.8445912
Philippines;0.120200358;0.440267891;0.820661485;;;0.000898882;3.589796305;0.460122049;0;;10.84752464;10.0128746;0;;;1.937526464;0;0;23.14582253;0;0;;0;0.728352487;0;0;16.09117317;;1.419987917;0;0;0.090637192;0;;0.009206745;;;;;0.000635153;245.3793945;0.117328309;;;;0.132523641;0;0;;0;0.257561654;4.924865246;0;0;2.42190814;0;1.870770812;0.26667738;;;0;0;;0.035790838;1.370684743;5.044425011;;;0;0;7.833729744;0.001784816;;0.1492953;;0;;1.225460172;0;0;0;0;0.158483788;0;0.6876899;0.057734385;23.07003403;12.80130482;1.058584213;0.005603174;0.262893766;;0.868750274;2.578244448;0;27.00985527;0.275092036;0;0.530928612;;;11.66132069;;;0;0;0;0;0;0.185684502;;;0;0;0;0;;0;0.288186342;0;0;0;;;0;;0.222469568;;0;;0;0;0.259435505;0;;0;2.299340487;0.505451262;;;0.180625066;0;0;5.478806973;;6.016382694;0;2.989362717;;0;0.0463253;0.102352761;1.369457364;0;0.193897098;0.171132833;;;0.231440037;0.046657491;0;0;;0;1.449775815;0;0;0;0;;0;0;0;;0;0.753081203;0.468837053;0;0;0;0;0;0;0.342073739;3.517705679;0;0;0;0.629684508;;0;0;0;0.846075594;0;;;;0;0;;73.90953827;83.5603714;0.012489284;;0;0;1.962862253;;;0;0.017725082;;609.8316355
Poland;0.035964977;0.042347588;0.733254313;;;1.04055E-05;0.000521365;0.108941063;3.250524759;;2.108976841;20.05041885;0.46442461;;;0.144209921;0.000790428;41.90238571;57.50766373;0.001495399;0.004184764;;0.000284559;0.03773202;4.141082764;0;0.880176663;;2.331843615;0.000522078;0.000884085;0.01380183;0.004197072;;0;;;;;0.000119284;5.012394428;0.113761939;;;;0.081778735;0.003851492;1.541678667;;0.033852234;34.92425156;3.75191927;0.007308774;0;0.009547051;0.067702465;1.226613283;0.005612395;;;0.69180429;0.042039957;;0.00165103;0.572339654;400.2811584;;;0.004126718;0.477824926;402.2486267;0.009969518;;1.151203275;;0.002466674;;0.004920826;0.00333391;0;0.010112742;0.001360563;0.013457968;0.001680386;6.37732172;0.03468959;2.468453884;0.134796515;0.150622994;0.102198787;0.112114832;;0.525314331;7.198906898;0.005800732;1.143572092;0.920069039;0.176342428;0.141199917;;;0.66127193;;;0.269077957;0.008469515;6.229859352;3.300432205;0.005721583;0.043373436;;;265.6300659;3.392164946;0;0.201941282;;0.000148888;0.006481495;0;0.021157915;0.001252523;;;0.015657455;;0.218862146;;1.137037277;;3.066400528;0;0.358060658;0.001847432;;0.00556924;0.050324958;1.889881372;;;0.073182583;0.020136774;0.000798547;5.558973312;;1.46730864;0.010589588;0.177925378;;0.079309136;0.000155231;0.01838783;0.297975183;0.239621222;0;0.107156672;;;4.554820538;27.26210976;0.007667309;0;;0.000864729;0.033993948;0.064463206;0;0.004302156;0.003381212;;5.178352356;0.60511142;0;;0.341330498;6.132156372;0.08234819;0;0;0;0.089885816;0.000531162;0.000349072;1.671382785;3.463100195;1.386744738;0.351484895;0.017525053;0.188224569;;0.006048987;0;0.000527724;0.509158134;0.121563531;;;;0.096103132;330.8688354;;5.209670067;16.75061035;0.002900758;;0.014912647;0.01142217;9.098715782;;;0.177941054;0.012570339;;1714.444203
Portugal;0.000682084;0.040658988;0.380355507;;;0.092234015;0;0.861959755;0.134524629;;6.11243248;2.674664259;0.020669211;;;1.278157234;0.020253526;0.070980869;88.91353607;0.006140235;0.022130078;;0.000390308;0.108005315;0.07741192;0.043800082;242.7255249;;1.022322059;0.000499047;0.006474107;0.001767878;0.034250304;;59.17922974;;;;;0.001328323;21.19874573;0.988050044;;;;0.088449262;0.062950574;0.229613051;;0.020329371;0.953111231;2.550553083;0.003422226;0.001488846;0.159742951;0.687048256;0.80860126;0.091998637;;;0.72826159;0.016405255;;0;1.124744892;1487.692383;;;0.048839252;0.212410972;131.5385284;0.016602656;;0.086204089;;0.010024009;;0.176194295;0.11919222;15.72978401;0.017296201;0.013696932;0.099452585;0.068082422;1.3786304;0.038006123;53.84198761;0.401407778;0.246131971;0.020004185;0.745674551;;0.171937183;5.602228642;0.071684577;1.370654583;0.092874944;0.005922058;0.571752906;;;0.534923077;;;0;0.000395915;0.261918664;0.894546688;0.005389206;0.070528671;;;0.593840122;132.7227173;5.039475918;0.014090239;;0.041267067;0.041509699;0.017592372;0.053759366;0.009515086;;;0.02816553;;0.540416002;;10.60001278;;0.05744933;0;3.999993563;15.62771225;;0.200894848;0.264836252;8.124240875;;;0.092819296;0.035898283;0;4.503529072;;1.639562607;0.076948673;3.556084394;;0.534940124;0.00065316;0.060580198;0.705645025;1.797242284;1.061071277;0;;;5.061249256;1.559015751;0.161881536;0.00438471;;3.813083649;0.069239095;2.398903131;0;0.005683887;0.030871708;;0.129390657;0.171117306;0;;19.69743919;142.8489227;0.058747493;0;0;0;0.040921662;0.000203424;0.078882024;2.353693008;139.004776;0.112467021;0.008245703;0.083045237;0.442644268;;0.065495662;0.014282499;0.005235377;0.241312817;0.031274963;;;;0.189022377;15.83853626;;25.08222961;19.20713615;0.052823294;;0;7.339961529;0.113916658;;;0.00538355;0.054806802;;2714.117879
